10 -18.2556 -9.3 15.4333
100 9.03354 3.36879 -1.8796
1000 2.93182 -0.0233954 3.06205
10000 0.57882 0.445168 0.636576
100000 -0.405444 -0.0226055 0.238802
1000000 -0.0222749 -0.0526761 -0.040942
