001000 110.887
002000 111.066
003000 110.962
004000 111.163
005000 111.165
006000 111.125
007000 111.139
008000 111.136
009000 111.161
010000 111.209
011000 111.21
012000 111.227
013000 111.204
014000 111.213
015000 111.192
016000 111.198
017000 111.179
018000 111.191
019000 111.19
020000 111.187
021000 111.184
022000 111.175
023000 111.161
024000 111.173
025000 111.188
026000 111.191
027000 111.208
028000 111.205
029000 111.212
030000 111.203
031000 111.219
032000 111.227
033000 111.22
034000 111.197
035000 111.187
036000 111.187
037000 111.184
038000 111.173
039000 111.175
040000 111.168
041000 111.173
042000 111.152
043000 111.146
044000 111.145
045000 111.142
046000 111.133
047000 111.132
048000 111.14
049000 111.138
050000 111.135
051000 111.145
052000 111.14
053000 111.141
054000 111.144
055000 111.137
056000 111.141
057000 111.149
058000 111.142
059000 111.141
060000 111.137
061000 111.137
062000 111.146
063000 111.156
064000 111.157
065000 111.154
066000 111.148
067000 111.147
068000 111.151
069000 111.153
070000 111.15
071000 111.146
072000 111.148
073000 111.148
074000 111.153
075000 111.159
076000 111.158
077000 111.163
078000 111.169
079000 111.165
080000 111.162
081000 111.167
082000 111.166
083000 111.161
084000 111.16
085000 111.157
086000 111.159
087000 111.158
088000 111.157
089000 111.16
090000 111.157
091000 111.155
092000 111.16
093000 111.157
094000 111.153
095000 111.156
096000 111.155
097000 111.158
098000 111.155
099000 111.154
100000 111.154
