001000 66.898
002000 66.7455
003000 66.6773
004000 66.7037
005000 66.6136
006000 66.5658
007000 66.5736
008000 66.5581
009000 66.6017
010000 66.5987
011000 66.5916
012000 66.5478
013000 66.5507
014000 66.5477
015000 66.5876
016000 66.6209
017000 66.6387
018000 66.6537
019000 66.6365
020000 66.6247
021000 66.6488
022000 66.6385
023000 66.6281
024000 66.6294
025000 66.6331
026000 66.6305
027000 66.6381
028000 66.6399
029000 66.6315
030000 66.6288
031000 66.6286
032000 66.6314
033000 66.6204
034000 66.6231
035000 66.6343
036000 66.6299
037000 66.6336
038000 66.6411
039000 66.6327
040000 66.6376
041000 66.6373
042000 66.6352
043000 66.6397
044000 66.6323
045000 66.6384
046000 66.6399
047000 66.638
048000 66.6396
049000 66.6401
050000 66.641
051000 66.6454
052000 66.6442
053000 66.6415
054000 66.6393
055000 66.6321
056000 66.6369
057000 66.6346
058000 66.6419
059000 66.6351
060000 66.6369
061000 66.6378
062000 66.6424
063000 66.6386
064000 66.6376
065000 66.6392
066000 66.6427
067000 66.6452
068000 66.6515
069000 66.6509
070000 66.6488
071000 66.6509
072000 66.6534
073000 66.6536
074000 66.6523
075000 66.6572
076000 66.6597
077000 66.6622
078000 66.6637
079000 66.6643
080000 66.6622
081000 66.6675
082000 66.6634
083000 66.6616
084000 66.6648
085000 66.6692
086000 66.6633
087000 66.6612
088000 66.6647
089000 66.6659
090000 66.6664
091000 66.6645
092000 66.6649
093000 66.6673
094000 66.6674
095000 66.6633
096000 66.6649
097000 66.6697
098000 66.6722
099000 66.6755
100000 66.6742
