001000 141.194
002000 140.776
003000 140.668
004000 140.725
005000 140.611
006000 140.602
007000 140.639
008000 140.688
009000 140.743
010000 140.753
011000 140.797
012000 140.819
013000 140.836
014000 140.87
015000 140.926
016000 140.934
017000 140.942
018000 140.92
019000 140.884
020000 140.905
021000 140.848
022000 140.872
023000 140.843
024000 140.859
025000 140.839
026000 140.845
027000 140.838
028000 140.837
029000 140.819
030000 140.819
031000 140.824
032000 140.811
033000 140.814
034000 140.812
035000 140.793
036000 140.799
037000 140.81
038000 140.812
039000 140.809
040000 140.812
041000 140.803
042000 140.786
043000 140.786
044000 140.797
045000 140.796
046000 140.782
047000 140.789
048000 140.789
049000 140.787
050000 140.78
051000 140.782
052000 140.79
053000 140.788
054000 140.78
055000 140.794
056000 140.79
057000 140.794
058000 140.781
059000 140.782
060000 140.775
061000 140.773
062000 140.771
063000 140.77
064000 140.769
065000 140.766
066000 140.774
067000 140.775
068000 140.786
069000 140.781
070000 140.783
071000 140.79
072000 140.788
073000 140.785
074000 140.783
075000 140.776
076000 140.773
077000 140.766
078000 140.766
079000 140.772
080000 140.77
081000 140.77
082000 140.77
083000 140.762
084000 140.762
085000 140.763
086000 140.763
087000 140.76
088000 140.76
089000 140.753
090000 140.744
091000 140.751
092000 140.753
093000 140.755
094000 140.755
095000 140.75
096000 140.757
097000 140.75
098000 140.751
099000 140.75
100000 140.753
