1000 0.96175
2000 0.8154
3000 0.597074
4000 0.501407
5000 1.37149
6000 1.18564
7000 1.32037
8000 0.723115
9000 0.424564
10000 -0.331375
11000 -0.246809
12000 -0.0111982
13000 0.222346
14000 -0.0571192
15000 0.111957
16000 0.405361
17000 0.212169
18000 0.165003
19000 -0.0124794
20000 -0.159412
21000 -0.234692
22000 0.0179794
23000 -0.233956
24000 -0.147795
25000 -0.177183
26000 -0.130732
27000 -0.0786416
28000 -0.247274
29000 -0.138452
30000 -0.223621
31000 -0.251431
32000 -0.252692
33000 -0.288971
34000 -0.503838
35000 -0.403022
36000 -0.34979
37000 -0.298335
38000 -0.358335
39000 -0.477358
40000 -0.501744
41000 -0.447878
42000 -0.391568
43000 -0.345607
44000 -0.459892
45000 -0.436254
46000 -0.422684
47000 -0.308956
48000 -0.31207
49000 -0.345988
50000 -0.365294
51000 -0.358463
52000 -0.420533
53000 -0.551566
54000 -0.482308
55000 -0.401204
56000 -0.305163
57000 -0.289522
58000 -0.396296
59000 -0.486953
60000 -0.477424
61000 -0.544965
62000 -0.409252
63000 -0.467827
64000 -0.504451
65000 -0.517773
66000 -0.491428
67000 -0.490283
68000 -0.508678
69000 -0.37852
70000 -0.418831
71000 -0.353577
72000 -0.386946
73000 -0.395334
74000 -0.357799
75000 -0.369164
76000 -0.386264
77000 -0.454712
78000 -0.405243
79000 -0.416448
80000 -0.415288
81000 -0.458688
82000 -0.422626
83000 -0.468362
84000 -0.448141
85000 -0.451999
86000 -0.460463
87000 -0.434108
88000 -0.372575
89000 -0.382168
90000 -0.383757
91000 -0.389502
92000 -0.332606
93000 -0.346067
94000 -0.307574
95000 -0.272514
96000 -0.256404
97000 -0.277294
98000 -0.257543
99000 -0.262276
100000 -0.291085
