10 35.2222 9.4 6.33333
100 30.2071 5.03939 3.21566
1000 21.1636 6.35255 3.12018
10000 20.5398 5.79166 3.16742
100000 20.1418 5.77143 3.13067
1000000 20.1103 5.84704 3.13414
